births
36.9
36.9
36.9
36.9
36.9
35.4
35.4
35.4
35.4
35.4
35.2
35.2
34.8882446278607
36.0613467359445
34.9523487675617
34.3373030239988
33.3079300735609
33.0389442299438
33.1815732084784
32.6732422012741
32.3766344910621
31.5689562954062
31.0708087092494
30.4496357534254
29.605865296125
28.9826774470345
28.1478513853306
27.8224340862894
27.5520991830372
27.4133640416754
27.4214529443903
27.8917889883332
28.0918740191974
27.4871068047757
27.2215104264614
27.2537786440785
27.3320712252374
27.2754901508783
26.79045982259
26.2738312421622
25.8787007857761
25.2113324506854
24.578577303415
24.1812043701095
23.80487593519
23.3694584670208
23.0812395585683
22.7507775212521
22.3376770783193
21.9116836617398
21.6515388095132
21.3063821465931
21.0530393405304
20.8390467562267
20.6854156214994
20.5519305073308
20.3977565542709
20.3071010500784
20.1962589637704
19.9678514304287
19.7787011713575
19.8546705313262
19.9540581843705
19.4524478429451
19.464191864879
18.952225266364
19.0710172405734
18.6653470461157
18.1488114582285
17.8782938064324
17.3342150187027
