life_expectancy
46.96
46.96
46.96
46.96
46.96
49.37
49.37
49.37
49.37
49.37
51.18
53.0751047601188
53.4924195832633
54.0175143236319
54.6875042430578
55.3469070929588
56.0784529550346
56.7837448938105
57.3862435243943
57.9919694385412
58.5797277914785
59.1104291808496
59.5964774478026
60.0472951938947
60.5406337828
60.9854268728314
61.4087745917462
61.8326361896729
62.1933944296921
62.5554433475633
62.8417158263401
63.1825133779335
63.5089763398907
63.7571253096449
64.0216949916608
64.2792503408698
64.5796741956126
64.8307717363296
65.034752963285
65.2470493104979
65.4332328310985
65.6183808549317
65.7700165814791
65.8844036047597
66.0877723402031
66.2742172585216
66.5585175225881
66.8433900161307
67.0864992135131
67.2933237469934
67.5489600302155
67.8217449011296
68.0701401856666
68.3260181823437
68.6525098010485
68.9202119548588
69.2622906406328
69.5915488982843
69.8995148225589
70.2464538128511
70.5566902781799
70.8840170316969
71.1732989868535
71.4658644066267
71.7460547253222
71.9521147236676
72.1861006497037
72.3914062510994
72.5739803714763
72.7626667582702
72.747303139606
